id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
250538,tt2652092,0.461037,0,0,The Good Lie,Reese Witherspoon|Corey Stoll|Thad Luckinbill|Sarah Baker|Maria Howell,,Philippe Falardeau,Miracles are made by people who refuse to stop believing.,refugee|kansas|sudanese,"A young refugee of the Sudanese Civil War who wins a lottery for relocation to the United States with three other lost boys. Encountering the modern world for the first time, they develop an unlikely friendship with a brash American woman assigned to help them, but the young man struggles to adjust to this new life and his feelings of guilt about the brother he left behind.",110,Drama,Alcon Entertainment|Blue Sky Films|Black Label Media,9/9/14,149,7.1,2014,0,0
230266,tt2667960,0.446458,5500000,5000000,Miss Julie,Jessica Chastain|Colin Farrell|Samantha Morton|Nora McMenamy,,Liv Ullmann,Love is a foolish game,love triangle|love|irish|valet|woman director,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",120,Drama,Maipo Film- og TV Produksjon,9/7/14,15,5.4,2014,5066000.77924302,4605455.25385729
284276,tt3442006,2.692691,7000000,2360281,Cake,Jennifer Aniston|Anna Kendrick|William H. Macy|Adriana Barraza|Felicity Huffman,http://cakemovie.net/,Daniel Barnz,Forgiveness is a bitter pill to swallow.,suicide|support group|depression|widower|grieving,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",102,Drama,Echo Films|We're Not Brothers Productions|Cinelou Films,9/7/14,255,6.1,2014,6447637.35540021,2174033.70640591
286875,tt3328716,0.524764999999999,0,0,Paper Planes,Sam Worthington|Ed Oxenbould|Deborah Mailman|Nicholas Bakopoulos-Cooke|Ena Imai,,Robert Connolly,An imaginative children's film about a young Australian boy's passion for flight and his challenge to compete in the World Paper Plane Championships in Japan.,,"The film tells the story of 11-year-old Dylan (Ed Oxenbould), who is brought up by his father (Sam Worthington) in a remote town in the country of Australia. Dylanâ€™s life is changed forever when he wins a place in the regional Paper Plane Championships in Sydney. The heart warming journey of a young boy and his father reconnecting after a familyâ€™s struggle will have us cheering them all the way to the world championships of paper plane flying in Japan.",96,Family,Arenamedia,9/7/14,32,6.3,2014,0,0
110416,tt1865505,1.37667,0,857522,Song of the Sea,Brendan Gleeson|Fionnula Flanagan|David Rawle|Pat Shortt|Jon Kenny,http://www.cartoonsaloon.ie/2009/06/feature-films-song-of-the-sea/,Tomm Moore,Let the song of the sea sway your heart...,fairy tale|lighthouse|folk music|lighthouse keeper   |irish,"The story of the last Seal Childâ€™s journey home. After their motherâ€™s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his motherâ€™s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",93,Family|Animation|Fantasy,Irish Film Board|Digital Graphics|Big Farm|Cartoon Saloon|Super Productions,9/6/14,263,8,2014,0,789855.840039643
254024,tt2967008,0.409047,0,0,The Face of an Angel,Kate Beckinsale|Cara Delevingne|Daniel BrÃ¼hl|Ava Acres|Alistair Petrie,,Michael Winterbottom,"Forget the truth, find the story.",murder investigation,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,100,Thriller|Drama,Revolution Films|BBC Films|Cattleya|Vedette Finance|Multitrade,9/6/14,28,4.2,2014,0,0
283161,tt1640718,0.155114,0,0,The Prophet,Liam Neeson|Salma Hayek|John Krasinski|Frank Langella|Alfred Molina,http://gibransprophetmovie.com/,Roger Allers,,woman director,Exiled artist and poet Mustafa embarks on a journey home with his housekeeper and her daughter; together the trio must evade the authorities who fear that the truth in Mustafa's words will incite rebellion.,85,Animation,Ventanarosa Productions|Participant Media|Doha Film Institute|Code Red|Bardel Entertainment Inc.,9/6/14,14,7.3,2014,0,0
228358,tt2924442,0.444439,0,0,The Pact II,Camilla Luddington|Caity Lotz|Scott Michael Foster|Haley Hudson|Amy Pietz,,Dallas Richard Hallam|Patrick Horvath,It's Starting Again...,serial killer|frightening visions|parent killed,"The sequel is set just weeks after Annie Barlow's deadly confrontation with the Judas Killer. In this elevated sequel, we meet June, a woman whose carefully constructed life is beginning to unravel due to lucid nightmares so awful they disturb her waking life",96,Mystery|Horror|Thriller,Preferred Film & TV,9/5/14,37,4.5,2014,0,0
250761,tt3279124,0.137962,0,0,Last Days in Vietnam,,,Rory Kennedy,How Many Could Be Saved?,vietnam|vietnam war|woman director|vietnamese refugees|fall of saigon,"During the chaotic final weeks of the Vietnam War, the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground, American soldiers and diplomats confront a moral quandary: whether to obey White House orders to evacuate only U.S. citizens.",98,War|Documentary,,9/5/14,20,5.9,2014,0,0
263855,tt2093995,0.226863,0,0,Fort Bliss,Michelle Monaghan|Emmanuelle Chriqui|Pablo Schreiber|Ron Livingston|Freddy RodrÃ­guez,,Claudia Myers,Soldier. Mother. So many expectations.,war veteran|woman director|afghanistan veteran,"After returning home from an extended tour in Afghanistan, a decorated U.S. Army medic and single mother struggles to rebuild her relationship with her young son.",116,War|Drama,National Picture Show Entertainment|Yeniceri Produksiyon A.S.,9/5/14,14,6.2,2014,0,0
270938,tt2295722,0.380414,0,0,Falcon Rising,Michael Jai White|Neal McDonough|Lateef Crowder|Laila Ali|Hazuki Kato,,Ernie Barbarash,,yakuza|marine|fighting,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",103,Adventure|Action,Strohberry Films,9/5/14,50,5.4,2014,0,0
284288,tt3001638,0.020673,0,0,Mary Kom,Priyanka Chopra|Sunil Thapa|Darshan Kumaar|Robin Das,,Omung Kumar,,sporting event,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,122,Drama,,9/5/14,17,7,2014,0,0
284537,tt2788716,0.430708,0,0,Welcome to Me,Kristen Wiig|James Marsden|Linda Cardellini|Wes Bentley|Jennifer Jason Leigh,http://www.welcometomemovie.com,Shira Piven,Alice is going to be on TV whether you like it or not,talk show|black comedy|woman director|mental disorders|winning lottery,"A year in the life of Alice Klieg, a woman with Borderline Personality Disorder who wins Mega-millions, quits her meds and buys her own talk show.",105,Drama|Comedy,Gary Sanchez Productions|Bron Studios,9/5/14,88,5.7,2014,0,0
286521,tt2933544,0.548656,6000000,1020921,5 Flights Up,Morgan Freeman|Diane Keaton|Carrie Preston|Cynthia Nixon|Alysia Reiner,,Richard Loncraine,A coming of age story,new york|married couple|character name in title|moving out|moving,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,92,Drama,Revelations Entertainment|Lascaux Films|Latitude Productions,9/5/14,56,5.9,2014,5526546.30462875,940361.196644649
171424,tt2403021,0.890965,5000000,6833445,The Green Inferno,Lorenza Izzo|Ariel Levy|Sky Ferreira|Nicolas Martinez|Kirby Bliss Blanton,,Eli Roth,Fear will eat you alive.,chile|gore|jungle|extreme violence|cannibal,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not aloneâ€¦ and that no good deed goes unpunished.",100,Horror|Thriller,Worldview Entertainment|Dragonfly Entertainment|Sobras International Pictures|Top Hat Releasing|BH Tilt,9/4/14,194,4.8,2014,4605455.25385729,6294225.03543897
253306,tt3504048,0.722464999999999,0,0,Housebound,Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Cameron Rhodes|Millen Baird,http://www.houseboundthemovie.com/,Gerard Johnstone,Terror Gets Domesticated,haunted house|superstition|horror movie|home detention,"When Kylie Bucknell is sentenced to home detention, she's forced to come to terms with her unsociable behaviour, her blabbering mother and a hostile spirit who seems less than happy about the new living arrangement.",109,Horror|Comedy|Thriller,Semi-Professional,9/4/14,217,6.4,2014,0,0
285838,tt1718915,0.130592,0,0,Teen Lust,Cary Elwes|Emmanuelle Vaugier|Kristin Bauer van Straten|Jon Cor|Jesse Carere,,Blaine Thurier,Get laid or die trying.,,A shy high schooler struggles to lose his virginity before the local Satanic cult can sacrifice him to the devil.,80,Comedy,Independent Edge FIlms|Farpoint Films|Telefilm Canada - Equity Investment Program,9/4/14,12,4.3,2014,0,0
285841,tt3754976,0.140935,0,0,Elephant Song,Xavier Dolan|Catherine Keener|Carrie-Anne Moss|Bruce Greenwood,,Charles BinamÃ©,,mental institution|mind game,A psychiatrist is drawn into a complex mind game when he questions a disturbed patient about the disappearance of a colleague.,110,Drama,Melenny Productions,9/4/14,20,7.4,2014,0,0
204922,tt1726592,1.7894,0,15060457,Before I Go to Sleep,Nicole Kidman|Colin Firth|Mark Strong|Anne-Marie Duff|Jing Lusi,,Rowan Joffe,Who do you trust?,amnesia|therapist|aggression|hospital|flashback,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",92,Mystery|Thriller,StudioCanal|Scott Free Productions|Millennium Films|Film i VÃ¤st|Filmgate Films,9/3/14,470,6.1,2014,0,13872052.1632283
240745,tt3093522,0.774259,0,0,Cymbeline,Ed Harris|Dakota Johnson|Milla Jovovich|Ethan Hawke|Penn Badgley,,Michael Almereyda,Kings Queens Soldiers Bikers War,,War erupts between dirty cops and outlaw bikers as a drug kingpin (Ed Harris) tries to protect his empire.,97,Drama,Benaroya Pictures|Keep Your Head Productions,9/3/14,24,3.5,2014,0,0
289891,tt3270108,0.704138,0,0,Jackie & Ryan,Katherine Heigl|Ben Barnes|Clea DuVall|Sheryl Lee|Emily Alyn Lind,http://www.jackieandryanfilm.com/,Ami Canaan Mann,Sometimes they stay. Sometimes they go.,woman director,A modern day train hopper fighting to be a successful musician and a single mom battling to maintain custody of her daughter defy their circumstances by coming together in a relationship that may change each others lives forever.,90,Drama,,9/1/14,24,5.5,2014,0,0
267480,tt3521134,0.195167,0,153516,The Look of Silence,Adi Rukun|M.Y. Basrun|Amir Hasan|Inong|Kemat,http://www.jagalfilm.com,Joshua Oppenheimer,,,A family that survives the genocide in Indonesia confronts the men who killed one of their brothers.,103,Documentary,Making Movies Oy|Spring Films|Final Cut for Real|Piraya Film A/S,8/30/14,46,7.8,2014,0,141402.213750231
203834,tt2300975,0.582629,0,0,Jessabelle,Sarah Snook|Mark Webber|Joelle Carter|David Andrews|Chris Ellis,,Kevin Greutert,The dead are back for life.,supernatural,A young woman recuperating at her father's run-down home after a tragic accident soon encounters a terrifying presence with a connection to her long-deceased mother.,90,Thriller|Horror,Lionsgate|Blumhouse Productions|Principato-Young Entertainment,8/29/14,181,5,2014,0,0
244562,tt2381046,0.165741,0,0,Jamie Marks Is Dead,Cameron Monaghan|Noah Silver|Morgan Saylor|Madisen Beaty|Judy Greer,http://www.jamiemarksisdead.net/,Carter Smith,How far would you go to be remembered?,,"No one seemed to care about Jamie Marks until after his death. Hoping to find the love and friendship he never had in life, Jamieâ€™s ghost visits former classmate Adam McCormick, drawing him into the bleak world between the living and the dead.",100,Drama|Thriller,Verisimilitude,8/29/14,14,5.9,2014,0,0
206487,tt2397535,2.116264,5500000,3000000,Predestination,Ethan Hawke|Sarah Snook|Noah Taylor|Christopher Kirby|Madeleine West,,Michael Spierig|Peter Spierig,To save the future he must reshape the past.,,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",97,Science Fiction|Thriller,Screen Australia|Screen Queensland|Blacklab Entertainment|Wolfhound Pictures,8/28/14,1136,7.2,2014,5066000.77924302,2763273.15231437
209269,tt2402603,0.264523,0,0,Felony,Joel Edgerton|Jai Courtney|Melissa George|Tom Wilkinson|Sarah Roberts,,Matthew Saville,One moment can change everything,australian|australia|police|dirty cop|hit and run,"Three detectives become embroiled in a tense struggle after a tragic accident that leaves a child in critical condition. One is guilty of a crime, one will try to cover it up, and the other attempts to expose it. How far will these men go to disguise and unravel the truth?",105,Mystery|Thriller|Crime,Benaroya Pictures|Goalpost Pictures|Screen Australia|Blue-Tongue Films,8/28/14,28,5.1,2014,0,0
290555,tt1403241,0.480194,18000000,0,Wolves,Jason Momoa|Lucas Till|John Pyper-Ferguson|Stephen McHattie|Merritt Patterson,,David Hayter,Unleash the beast,adoption|werewolf,"The coming-of-age story of Cayden Richards. Forced to hit the road after the murder of his parents, Cayden wanders lost without purpose... Until he meets a certifiable lunatic named Wild Joe who sets him on a path to the ominous town of Lupine Ridge to hunt down the truths of his history. But in the end| who's really hunting whom?",90,Horror|Action,Copperheart Entertainment|Entertainment One|Dark Hero Studios,8/28/14,42,5.3,2014,16579638.9138862,0
254904,tt2402157,3.573028,15000000,32556119,The November Man,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,http://thenovemberman.com/,Roger Donaldson,A Spy is Never Out of the Game,cia|retired|agent|month in title,An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,108,Crime|Action|Thriller,Irish Dreamtime|Relativity Media|SPD Films,8/27/14,481,6,2014,13816365.7615718,29987149.8587506
283686,tt2872724,0.466921,0,0,Out of the Dark,Julia Stiles|Scott Speedman|Stephen Rea|Alejandro Furth|Pixie Davies,,LluÃ­s QuÃ­lez,,,"A couple and their daughter moves to Colombia to take over a family manufacturing plant, only to realize their new home is haunted.",92,Thriller|Horror,Participant Media|Imagenation Abu Dhabi FZ|Dynamo|Apaches Entertainment|XYZ Films,8/27/14,30,4.5,2014,0,0
126172,tt2345613,0.309634,0,0,Leprechaun: Origins,Dylan Postl|Stephanie Bennett|Melissa Roxburgh|Brendan Fletcher|Andrew Dunbar,,Zach Lipovsky,A horror icon is reborn,prequel|leprechaun,Two young couples backpacking through Ireland discover that one of Ireland's most famous legends is a terrifying reality.,90,Horror,WWE Studios,8/22/14,34,3.9,2014,0,0
232679,tt2247476,0.714661,15000000,30127963,When the Game Stands Tall,Jim Caviezel|Michael Chiklis|Laura Dern|Clancy Brown|Ser'Darius Blain,,Thomas Carter,"Its Not How Hard You Fall, Its How You Get Back Up",american football|sport|high school american football,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,115,Drama,Mandalay Pictures|Affirm Films,8/22/14,94,6.2,2014,13816365.7615718,27750597.0972736
241254,tt1085492,1.394382,18000000,266586800,The Prince,Bruce Willis|Jason Patric|John Cusack|Jessica Lowndes|Gia Mantegna,,Brian A Miller,Mercy is for the Weak,mobster|justice|retired|missing|missing daughter,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,93,Thriller|Action,Grindstone Entertainment Group|Emmett/Furla Films|Oasis Films|Aperture Entertainment,8/22/14,165,4.6,2014,16579638.9138862,245550715.733801
265019,tt3138558,0.212841,0,0,Preservation,Pablo Schreiber|Aaron Staton|Wrenn Schmidt|Cody Saintgnue|Nick Saso,,Christopher Denham,,woods|survival,"Three family members head deep into the woods for a hunting trip that doubles as a distraction from their troubles at home. When all of their gear is stolen, they turn on each other, but soon realize there are much more treacherous forces at work.",90,Thriller|Horror,Present Pictures,8/22/14,35,5.1,2014,0,0
288154,tt2713642,0.118137,1400000,0,Jersey Shore Massacre,Danielle Dallacco|Angelica Boccella|Giovanni Roselli|Chris Lazzaro|Nicole Rutigliano,http://www.jerseyshoremassacre.com/,Paul Tarnopol,You're not the only one who wants them dead.,new jersey|nudity|exploitation|gore|spoof,A typical weekend down the shore takes a bizarre turn as six girls and five obnoxious fist-pumpers become the unsuspecting targets of a deranged killer.,88,Horror|Comedy,Spy Global Media|JSM productions1,8/22/14,14,2.4,2014,1289527.47108004,0
189,tt0458481,1.840817,65000000,39407616,Sin City: A Dame to Kill For,Mickey Rourke|Jessica Alba|Josh Brolin|Joseph Gordon-Levitt|Rosario Dawson,http://sincity-2.com/,Frank Miller|Robert Rodriguez,There is no justice without sin.,detective|dystopia|dominatrix|murder|suspense,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,102,Crime|Thriller,Miramax Films|Troublemaker Studios|AR Films|Aldamisa Entertainment|Demarest Films,8/20/14,857,6.2,2014,59870918.3001448,36298002.4298381
246860,tt2452254,0.635214,6600000,1554000,Clouds of Sils Maria,Juliette Binoche|Kristen Stewart|ChloÃ« Grace Moretz|Lars Eidinger|Brady Corbet,,Olivier Assayas,,suicide|divorce|gender ideals|actress,A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.,124,Drama,Pallas Film|CAB Productions|C.G. Cinema,8/20/14,173,6.8,2014,6079200.93509163,1431375.49289884
273621,tt3461828,0.235468,0,0,Cat Run 2,Scott Mechlowicz|Alphonso McAuley|Winter Ave Zoli|Kamille Leai|Vanessa Branch,,John Stockwell,The chase is on!,,"A couple of fumbling best friends run a private detective agency and find themselves solving their next case in New Orleans, becoming embroiled in a web of sexy female spies and government conspiracy in the lively and character-filled backdrops of the Big Easy",97,Action,,8/19/14,13,4.3,2014,0,0
285135,tt3102206,0.763771,0,0,Zodiac,Christopher Lloyd|Aaron Douglas|Joel Gretsch|Andrea Brooks|Reilly Dolman,http://www.cinetelfilms.com/films/film-zodiac.html,W.D. Hogan,The Signs are Everywhere,zodiac,"A 2,000-year-old astrology board possesses deadly powers that threaten the fate of humanity.",89,Science Fiction|TV Movie,Cinetel Films|Zodiac Pictures,8/16/14,17,3.3,2014,0,0
211076,tt2873214,0.316313,0,0,Bad Turn Worse,Mackenzie Davis|Logan Huffman|Jeremy Allen White|William Devane|Jon Gries,,Simon Hawkins|Zeke Hawkins,,texas|murder|heist|teenager|empty safe,Three teenage friends get in way over their head when they cross a down-home crime syndicate. They hope to make a break for it and escape their dead-end existence in a cotton-mill town but get sucked into the seedy underbelly of organized crime when one of them steals from the wrong man.,91,Thriller|Crime|Drama,,8/15/14,22,5.4,2014,0,0
244566,tt2581244,0.470651,2400000,88273,Life After Beth,Aubrey Plaza|Dane DeHaan|John C. Reilly|Molly Shannon|Cheryl Hines,http://a24films.com/films/life-after-beth/,Jeff Baena,Be Careful What You Wish For...,,"Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...",90,Romance|Comedy|Horror,Abbolita Productions|Starstream Entertainment|Destro Films|A24,8/15/14,141,4.8,2014,2210618.5218515,81307.470324749
249170,tt3090252,0.223067,0,0,Dinosaur 13,Peter L. Larson|Louie Psihoyos|Stan Adelstein|Lanice Archer,,Todd Douglas Miller,The true tale of one of the greatest discoveries in history.,paleontology|tyrannosaurus rex|paleontologist|dinosaur|south dakota,Documentary about the discovery of the largest T-Rex fossil found.,95,Documentary,Statement Pictures,8/15/14,22,7,2014,0,0
294690,tt1270114,0.063621,0,0,Saints and Soldiers: The Void,Adam Gregory|Timothy S. Shoemaker|Ben Urie|Michael Todd Behrens|David Morgan,,Ryan Little,,,"Germany, May 1945, deep in the Harz Mountains a U.S. tank crew discovers a platoon of Germans preparing to ambush U.S. supply trucks.",96,War|Action|Drama,Koan Films|Go Films,8/15/14,16,4.9,2014,0,0
256274,tt2870612,1.140302,5000000,40100000,"As Above, So Below",Perdita Weeks|Ben Feldman|Edwin Hodge|FranÃ§ois Civil|Marion Lambert,http://www.asabovesobelowmovie.com/,John Erick Dowdle,The only way out is down.,paris|treasure|catacombs|written by director|scientist,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",93,Horror|Thriller,Legendary Pictures,8/14/14,501,6.1,2014,4605455.25385729,36935751.1359355
193893,tt1924435,3.14993,17000000,136621271,Let's Be Cops,Jake Johnson|Damon Wayans Jr.|Nina Dobrev|Rob Riggle|James D'Arcy,,Luke Greenfield,Fake Cops. Real Trouble.,corruption|robbery|nightclub|male friendship|investigation,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted â€œheroesâ€ get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",104,Comedy,Twentieth Century Fox Film Corporation|WideAwake|Genre Films,8/13/14,912,6.4,2014,15658547.8631148,125840630.063122
242643,tt3139086,0.72975,0,4571025,Batman: Assault on Arkham,Kevin Conroy|Neal McDonough|Matthew Gray Gubler|Hynden Walch|Troy Baker,,Ethan Spaulding|Jay Oliva,Get ready to root for the bad guys.,dc comics|superhero|based on comic book|spin off,"Based on the hit video game series, Batman must find a bomb planted by the Joker while dealing with a mysterious team of villains called, The Suicide Squad.",75,Thriller|Animation|Action|Crime,Warner Bros. Animation|Warner Premiere|DC Entertainment,8/12/14,182,7.4,2014,0,4210330.22035261
146229,tt2027136,0.182975,6900000,0,Kristy,Ashley Greene|Haley Bennett|Lucas Till|Chris Coy|Mike Seal,,Olly Blackburn,Run for your life,fight|mask|college|thanksgiving|campus,"When a college girl who is alone on campus over the Thanksgiving break is targeted by a group of outcasts, she must conquer her deepest fears to outwit them and fight back.",86,Thriller|Horror,Electric City Entertainment|David Kirschner Productions|La Sienega Productions,8/7/14,59,6.1,2014,6355528.25032307,0
98566,tt1291150,5.787396,125000000,477200000,Teenage Mutant Ninja Turtles,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,http://www.teenagemutantninjaturtlesmovie.com,Jonathan Liebesman,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,martial arts|terrorist|subway|hero|mutation,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,101,Science Fiction|Action|Adventure|Fantasy|Comedy,Paramount Pictures|Nickelodeon Movies|Platinum Dunes,8/7/14,1836,5.8,2014,115136381.346432,439544649.42814
216580,tt2378453,0.261284,0,0,Savaged,Amanda Adrienne|Rodney Rowland|Tom Ardavany|John Charles Meyer|Ronnie Gene Blevins,,Michael S. Ojeda,They took her life. She'll take her revenge.,,"After thugs brutalize a deaf-mute woman, the spirit of an Apache warrior takes over her lifeless body and sets out on a bloodthirsty quest for revenge.",91,Action|Drama|Horror|Thriller,Raven Banner Entertainment|Green Dog Films|Cart Before The Horse Productions,8/6/14,30,5.6,2014,0,0
228194,tt2980648,1.44904599999999,22000000,88880821,The Hundred-Foot Journey,Helen Mirren|Manish Dayal|Om Puri|Charlotte Le Bon|Rohan Chand,,Lasse HallstrÃ¶m,Life's greatest journey begins with the first step.,,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,122,Drama,Amblin Entertainment|Harpo Films|Participant Media|Imagenation Abu Dhabi FZ|Reliance Entertainment,8/6/14,352,7.2,2014,20264003.1169721,81867328.80832
285387,tt2113636,0.280438,0,0,Colt 45,GÃ©rard Lanvin|JoeyStarr|Ymanol Perset|Simon Abkarian|Alice Taglioni,,Fabrice Du Welz,,police|violence,"The young police man Vincent is the best in his class, and denies to be recruited to the special forces. But when the corrupt Milo manages to get a grip on him, his life is turned into a living nightmare.",85,Drama|Thriller|Action|Crime,La Petite Reine,8/6/14,47,5.3,2014,0,0
277597,tt3598222,0.413295,0,0,Mercenaries,ZoÃ« Bell|Kristanna Loken|Vivica A. Fox|Brigitte Nielsen|Cynthia Rothrock,http://www.theasylum.cc/product.php?id=257,Christopher Ray,They're the Best Man for the job.,prison|mercenary|rescue|mockbuster,"A diplomatic official is captured and imprisoned while touring a war zone, so a team of elite female commandos is assembled to infiltrate a women's prison for a daring rescue.",90,Action,The Asylum|Tiki Terrors,8/5/14,21,4.2,2014,0,0
283384,tt1666335,0.926802,0,0,The Calling,Susan Sarandon|Gil Bellows|Ellen Burstyn|Topher Grace|Donald Sutherland,,Jason Stone,Pray for the Prey,series of murders,Detective Hazel Micallef hasn't had much to worry about in the sleepy town of Port Dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling.,108,Thriller,Darius Films|Manis Film|Breaking Ball Films|Stage 6 Films,8/5/14,52,5.7,2014,0,0
284711,tt3743126,0.151929,0,0,Sharktopus vs Pteracuda,Robert Carradine|Tony Evangelista|Rib Hillis|Conan O'Brien|Hensy Pichardo,,Kevin O'Neill,A Love Story,monster|octopus|giant monster|decapitation|scientist,"SHARKTOPUS VS PTERACUDA finds an American scientist up to no good (as usual) by creating the half-pterodactyl, half-barracuda: Pteracuda. When the creature inevitably escapes, it's up to Sharktopus to stop him.",88,TV Movie|Science Fiction|Action|Adventure|Horror,New Horizons Picture,8/2/14,10,3.7,2014,0,0
239566,tt2473602,0.648465,0,31911598,Get on Up,Chadwick Boseman|Nelsan Ellis|Dan Aykroyd|Viola Davis|Lennie James,,Tate Taylor,The Funk Don't Quit,biography|james brown,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,139,Drama|Music,Universal Studios|Imagine Films Entertainment|Jagged Films,8/1/14,105,6.3,2014,0,29393487.3336164
199575,tt2268458,0.276845,0,0,These Final Hours,Nathan Phillips|Angourie Rice|Daniel Henshall|Jessica De Gouw|David Field,,Zak Hilditch,It's never too late to find someone worth living for.,australia|party|end of the world|apocalypse,"What would you do on the last day on Earth?  With the end of the world only hours away, the self-absorbed James heads to the ultimate party-to-end-all-parties. On his way there, he saves the life of a young girl named Rose who is searching desperately for her missing father. This simple act sets James on a path to redemption.",87,Science Fiction|Drama|Thriller,XYZ Films|8th In Line,7/31/14,86,6.1,2014,0,0
118340,tt2015381,14.311205,170000000,773312399,Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,http://marvel.com/guardians,James Gunn,All heroes start somewhere.,marvel comic|spaceship|space|scene during end credits|outer space,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",121,Action|Science Fiction|Adventure,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,7/30/14,5612,7.9,2014,156585478.631148,712291130.169508
248504,tt3062074,0.452644,0,0,Sharknado 2: The Second One,Ian Ziering|Tara Reid|Vivica A. Fox|Kari Wuhrer|Mark McGrath,http://www.theasylum.cc/product.php?id=253,Anthony C. Ferrante,Shark happens!,sequel|creature|shark|made for television|creature feature,"A freak weather system turns its deadly fury on New York City, unleashing a Sharknado on the population and its most cherished, iconic sites - and only Fin and April can save the Big Apple.",86,Thriller|Horror|Science Fiction,The Asylum|Syfy,7/30/14,105,4.7,2014,0,0
254194,tt2793490,0.539597999999999,0,0,Starry Eyes,Alex Essoe|Amanda Fuller|Noah Segan|Fabianne Therese|Pat Healy,http://www.starryeyesfilm.com/,Kevin Kolsch|Dennis Widmyer,She would kill to be famous.,desperation|elite|fame|hollywood|initiation,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.,98,Horror,Dark Sky Films|Snowfort Pictures|Parallactic Pictures|Title Media,7/29/14,69,5.8,2014,0,0
229297,tt2870756,0.889246999999999,0,32339326,Magic in the Moonlight,Colin Firth|Emma Stone|Hamish Linklater|Marcia Gay Harden|Jacki Weaver,,Woody Allen,,provence|aunt|magician|spiritualist,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",97,Comedy|Drama|Romance,Perdido Productions|Harbor Picture Company,7/25/14,464,6.3,2014,0,29787463.7665807
